id,section,question,expect_pipeline,actual_pipeline,pass,rewrite_used,elapsed_ms,sources,note,answer_preview
70,Q) Extra Coverage,price of corolla cross gasoline,CSV_METHOD,CSV_METHOD,True,False,1,https://www.toyota.com.kh/en/models/corolla-cross/corolla-cross-hybrid-electric-old.html#specifications,,"Sure — here are the official prices from our dataset:  COROLLA CROSS GASOLINE — Price (USD): $47,900 Sources: https://www.toyota.com.kh/en/models/corolla-cross/corolla-cross-hybrid-electric-old.html#specifications [PIPEL"
71,Q) Extra Coverage,price of corolla cross hev,CSV_METHOD,CSV_METHOD,True,False,1,https://www.toyota.com.kh/en/models/corolla-cross/corolla-cross-hybrid-electric.html,,"Sure — here are the official prices from our dataset:  Corolla Cross HEV — Price (USD): $49,900 Sources: https://www.toyota.com.kh/en/models/corolla-cross/corolla-cross-hybrid-electric.html [PIPELINE=CSV_METHOD]"
72,Q) Extra Coverage,specs of corolla cross hev,CSV_METHOD,CSV_METHOD,True,False,1,https://www.toyota.com.kh/en/models/corolla-cross/corolla-cross-hybrid-electric.html,,"Corolla Cross HEV — key specifications (official data): - Price (USD): $49,900 - Seats: 5 - Fuel: hybrid - Body type: SUV - Engine type: 1.8 L, 4-cylinder gasoline, in-line, 16-valve DOHC, Dual VVT-i - Transmission: 7-sp"
73,Q) Extra Coverage,does veloz have reverse camera,CSV_METHOD,CSV_METHOD,True,False,1,https://www.toyota.com.kh/en/models/veloz/veloz-manual-transmission.html#specifications,,Yes — Veloz has Reverse camera (official specification). Sources: https://www.toyota.com.kh/en/models/veloz/veloz-manual-transmission.html#specifications [PIPELINE=CSV_METHOD]
74,Q) Extra Coverage,does raize have bsm,CSV_METHOD,CSV_METHOD,True,False,1,https://www.toyota.com.kh/en/models/raize/raize.html#specifications,,Yes — Raize has Blind Spot Monitor (BSM) (official specification). Sources: https://www.toyota.com.kh/en/models/raize/raize.html#specifications [PIPELINE=CSV_METHOD]
75,Q) Extra Coverage,how many airbags does raize have,CSV_METHOD,RAG,False,True,1580,https://www.toyota.com.kh/en/models/raize/raize.html#specifications,,"The Toyota Raize has 6 airbags: 1 driver's airbag, 1 front passenger's airbag, 2 side airbags, and 2 curtain shield airbags. Sources: https://www.toyota.com.kh/en/models/raize/raize.html#specifications [PIPELINE=RAG]"
76,Q) Extra Coverage,fuel tank of fortuner legender,CSV_METHOD,RAG,False,True,891,https://www.toyota.com.kh/en/models/fortuner/fortuner-legender.html#specifications,,The fuel tank capacity of the Toyota Fortuner Legender is 80 liters. Sources: https://www.toyota.com.kh/en/models/fortuner/fortuner-legender.html#specifications [PIPELINE=RAG]
77,Q) Extra Coverage,ground clearance of veloz,CSV_METHOD,RAG,False,True,797,https://www.toyota.com.kh/en/models/veloz/veloz-manual-transmission.html#specifications,,The ground clearance of the Toyota Veloz is 190 mm. Sources: https://www.toyota.com.kh/en/models/veloz/veloz-manual-transmission.html#specifications [PIPELINE=RAG]
78,Q) Extra Coverage,turning radius of raize,CSV_METHOD,CSV_METHOD,True,False,2,https://www.toyota.com.kh/en/models/raize/raize.html#specifications,,Raize — Minimum turning radius: 5.1 m Sources: https://www.toyota.com.kh/en/models/raize/raize.html#specifications [PIPELINE=CSV_METHOD]
79,Q) Extra Coverage,recommend mpv under 40000 gasoline,CSV_METHOD,CSV_METHOD,True,False,3,,,I couldn't find an official match with those constraints. [PIPELINE=CSV_METHOD]
80,Q) Extra Coverage,recommend sedan under 35000 gasoline,CSV_METHOD,CSV_METHOD,True,False,2,https://www.toyota.com.kh/en/models/vios/vios.html#specifications,,"Based on your requirements, here are official matches:  - Vios ($33,900), seats=5, fuel=gasoline, body=Sedan  Note: I assumed 5 seats. If you want 7 seats, type: 7 seats. Sources: https://www.toyota.com.kh/en/models/vios"
81,Q) Extra Coverage,recommend suv budget 80000 hybrid,CSV_METHOD,CSV_METHOD,True,False,1,https://www.toyota.com.kh/en/models/yaris-cross/yaris-cross-hybrid-electric.html#color | https://www.toyota.com.kh/en/models/corolla-cross/corolla-cross-hybrid-electric.html,,"Based on your requirements, here are official matches:  - Yaris Cross HEV ($43,500), seats=5, fuel=hybrid, body=SUV - Corolla Cross HEV ($49,900), seats=5, fuel=hybrid, body=SUV  Note: I assumed 5 seats. If you want 7 se"
82,Q) Extra Coverage,recommend suv budget 30000 gasoline,CSV_METHOD,CSV_METHOD,True,False,2,https://www.toyota.com.kh/en/models/raize/raize.html#specifications,,"Based on your requirements, here are official matches:  - Raize ($26,800), seats=5, fuel=gasoline, body=SUV  Note: I assumed 5 seats. If you want 7 seats, type: 7 seats. Sources: https://www.toyota.com.kh/en/models/raize"
83,Q) Extra Coverage,compare corolla cross hev vs corolla cross gasoline,CSV_METHOD,CSV_METHOD,True,False,1,https://www.toyota.com.kh/en/models/corolla-cross/corolla-cross-hybrid-electric.html | https://www.toyota.com.kh/en/models/corolla-cross/corolla-cross-hybrid-electric-old.html#specifications,,"Here’s a quick comparison (official dataset): Corolla Cross HEV vs COROLLA CROSS GASOLINE - Price: $49,900 vs $47,900 - Seats: 5 vs 5 - Fuel: hybrid vs gasoline - Body type: SUV vs SUV Sources: https://www.toyota.com.kh/"
84,Q) Extra Coverage,compare raize vs yaris cross gasoline,CSV_METHOD,CSV_METHOD,True,False,1,https://www.toyota.com.kh/en/models/raize/raize.html#specifications | https://www.toyota.com.kh/en/models/yaris-cross/yaris-cross-manual-transmission.html#specifications,,"Here’s a quick comparison (official dataset): Raize vs YARIS CROSS GASOLINE - Price: $26,800 vs $37,500 - Seats: 5 vs N/A - Fuel: gasoline vs gasoline - Body type: SUV vs SUV Sources: https://www.toyota.com.kh/en/models/"
85,Q) Extra Coverage,preowned corolla cross,PREOWNED_RAG,PREOWNED_RAG,True,True,2599,https://www.toyota.com.kh/en/toyota-certified-pre-owned/models/Toyota-Corolla-Cross-PP-2BP-7744.html | https://www.toyota.com.kh/en/toyota-certified-pre-owned/models/Toyota-Corolla-Cross-PP-2BY-0075.html | https://www.toyota.com.kh/en/toyota-certified-pre-owned/models/Toyota-Corolla-Cross-PP-2BQ-1429.html | https://www.toyota.com.kh/en/toyota-certified-pre-owned/models/Toyota-Corolla-Cross-PP-2BS-5711.html | https://www.toyota.com.kh/en/toyota-certified-pre-owned/models/Toyota-Corolla-Cross-PP-2CB-1838.html,,"If you're looking for a pre-owned Corolla Cross, the current listings have a price range of $34,900 to $43,300. There are five available listings with different trim levels and mileage options. You can explore these opti"
86,Q) Extra Coverage,used yaris cross 2023 mileage,PREOWNED_RAG,PREOWNED_RAG,True,True,1653,https://www.toyota.com.kh/en/toyota-certified-pre-owned/models/Toyota-Yaris-Cross-PP-2CA-0914.html | https://www.toyota.com.kh/en/toyota-certified-pre-owned/models/Toyota-Yaris-Cross-PP-2CD-0284.html | https://www.toyota.com.kh/en/toyota-certified-pre-owned/models/Toyota-Corolla-Cross-Hybrid-PP-2CI-0199.html | https://www.toyota.com.kh/en/toyota-certified-pre-owned/models/Toyota-Corolla-Cross-PP-2BS-5711.html | https://www.toyota.com.kh/en/toyota-certified-pre-owned/models/Toyota-Corolla-Cross-PP-2BY-0075.html,,"The used Toyota Yaris Cross 2023 mileage ranges from 39,640 km to 11,515 km. Sources: https://www.toyota.com.kh/en/toyota-certified-pre-owned/models/Toyota-Yaris-Cross-PP-2CA-0914.html, https://www.toyota.com.kh/en/toyot"
87,Q) Extra Coverage,preowned raize price range,PREOWNED_RAG,PREOWNED_RAG,True,True,1756,https://www.toyota.com.kh/en/toyota-certified-pre-owned/models/Toyota-Raize-PP-2BX-0611.html | https://www.toyota.com.kh/en/toyota-certified-pre-owned/models/Toyota-Raize-PP-2BT-9148.html | https://www.toyota.com.kh/en/toyota-certified-pre-owned/models/Toyota-Veloz-PP-2CA-2237.html | https://www.toyota.com.kh/en/toyota-certified-pre-owned/models/Toyota-Veloz-PP-2CB-8620.html | https://www.toyota.com.kh/en/toyota-certified-pre-owned/models/Toyota-Veloz-PP-2CB-2641.html,,"The pre-owned Toyota Veloz PP price range is between $23,300 and $33,200, with 5 available listings. Sources: https://www.toyota.com.kh/en/toyota-certified-pre-owned/models/Toyota-Raize-PP-2BX-0611.html, https://www.toyo"
88,Q) Extra Coverage,show listings for veloz pre-owned,PREOWNED_RAG,PREOWNED_RAG,True,True,5122,https://www.toyota.com.kh/en/toyota-certified-pre-owned/models/Toyota-Veloz-PP-2BY-0425.html | https://www.toyota.com.kh/en/toyota-certified-pre-owned/models/Toyota-Veloz-PP-2CD-1304.html | https://www.toyota.com.kh/en/toyota-certified-pre-owned/models/Toyota-Veloz-PP-2CA-2237.html | https://www.toyota.com.kh/en/toyota-certified-pre-owned/models/Toyota-Veloz-PP-2CB-2641.html | https://www.toyota.com.kh/en/toyota-certified-pre-owned/models/Toyota-Veloz-PP-2CB-7465.html,,"Here are the available pre-owned Toyota Veloz listings: - $30,900 | 2024 | 15,512 km | PP-2BY-0425 | Black | MPV - $33,300 | 2025 | 8,324 km | PP-2CD-1304 | White Pearl | MPV - $31,500 | 2024 | 30,832 km | PP-2CA-2237 | "
89,Q) Extra Coverage,does fortuner legender have ventilated seats,RAG,RAG,True,True,1252,https://www.toyota.com.kh/en/models/fortuner/fortuner-legender.html#specifications,,"The Toyota Fortuner Legender does not come with ventilated seats as a standard feature, however some variants may offer this option through optional packages or upgrades. Sources: https://www.toyota.com.kh/en/models/fort"
90,Q) Extra Coverage,explain hybrid system in corolla cross hev,RAG,SYSTEM,False,True,1,,,"Sure — I can help. To recommend from our dataset, please tell me: - budget (USD) - body type (SUV / Sedan / Pickup / MPV / Bus) (Seats is optional) [PIPELINE=SYSTEM]"
91,Q) Extra Coverage,what is the difference between hev and gasoline in corolla cross,RAG,SYSTEM,False,True,1,,,"Sure — I can help. To recommend from our dataset, please tell me: - budget (USD) - body type (SUV / Sedan / Pickup / MPV / Bus) (Seats is optional) [PIPELINE=SYSTEM]"
92,Q) Extra Coverage,warranty coverage for toyota certified pre-owned,RAG,PREOWNED_RAG,False,True,2802,https://www.toyota.com.kh/en/toyota-certified-pre-owned/models/Toyota-Corolla-Cross-PP-2BQ-1429.html | https://www.toyota.com.kh/en/toyota-certified-pre-owned/models/Toyota-Raize-PP-2BX-0611.html | https://www.toyota.com.kh/en/toyota-certified-pre-owned/models/Toyota-Corolla-Cross-Hybrid-PP-2CI-0199.html | https://www.toyota.com.kh/en/toyota-certified-pre-owned/models/Toyota-Corolla-Cross-PP-2CB-1838.html | https://www.toyota.com.kh/en/toyota-certified-pre-owned/models/Toyota-Yaris-Cross-PP-2CD-0284.html,,"For Toyota Certified Pre-Owned vehicles, warranty coverage typically includes a minimum of 1-year/12,000-km warranty and 3 years/60,000-km powertrain warranty. However, the exact warranty terms may vary depending on the "
93,R) Stress Router Variants,PRICE yaris cross gasoline??,CSV_METHOD,CSV_METHOD,True,False,4,https://www.toyota.com.kh/en/models/yaris-cross/yaris-cross-manual-transmission.html#specifications,,"Sure — here are the official prices from our dataset:  YARIS CROSS GASOLINE — Price (USD): $37,500 Sources: https://www.toyota.com.kh/en/models/yaris-cross/yaris-cross-manual-transmission.html#specifications [PIPELINE=CS"
94,R) Stress Router Variants,  how much does   raize cost ,CSV_METHOD,CSV_METHOD,True,False,1,https://www.toyota.com.kh/en/models/raize/raize.html#specifications,,"Sure — here are the official prices from our dataset:  Raize — Price (USD): $26,800 Sources: https://www.toyota.com.kh/en/models/raize/raize.html#specifications [PIPELINE=CSV_METHOD]"
95,R) Stress Router Variants,DoEs yArIs cRoSs HaVe aPpLe CaRpLaY,CSV_METHOD,CSV_METHOD,True,False,1,https://www.toyota.com.kh/en/models/yaris-cross/yaris-cross-manual-transmission.html#specifications,,Yes — YARIS CROSS GASOLINE has Apple CarPlay / Android Auto (official specification). Sources: https://www.toyota.com.kh/en/models/yaris-cross/yaris-cross-manual-transmission.html#specifications [PIPELINE=CSV_METHOD]
96,R) Stress Router Variants,COMPARE Vios VS Raize,CSV_METHOD,CSV_METHOD,True,False,1,https://www.toyota.com.kh/en/models/vios/vios.html#specifications | https://www.toyota.com.kh/en/models/raize/raize.html#specifications,,"Here’s a quick comparison (official dataset): Vios vs Raize - Price: $33,900 vs $26,800 - Seats: 5 vs 5 - Fuel: gasoline vs gasoline - Body type: Sedan vs SUV Sources: https://www.toyota.com.kh/en/models/vios/vios.html#s"
97,R) Stress Router Variants,pre-owned    fortuner   legender   mileage,PREOWNED_RAG,PREOWNED_RAG,True,True,2351,https://www.toyota.com.kh/en/toyota-certified-pre-owned/models/Fortuner-Legender-PP-2BQ-6886.html | https://www.toyota.com.kh/en/toyota-certified-pre-owned/models/Fortuner-Legender-PP-2BT-1571.html | https://www.toyota.com.kh/en/toyota-certified-pre-owned/models/Fortuner-Legender-PP-2BQ-9255.html | https://www.toyota.com.kh/en/toyota-certified-pre-owned/models/Fortuner-Legender-CAM-AYA-6336.html | https://www.toyota.com.kh/en/toyota-certified-pre-owned/models/Fortuner-Legender-CAM-RY-M-520.html,,"If you're looking for a pre-owned Fortuner Legender with affordable options, here are the top 5 listings available in Cambodia. The price range starts from $51,900 and goes up to $63,300, with five listings currently ava"
98,R) Stress Router Variants,recommend suv 45000 gasoline,CSV_METHOD,CSV_METHOD,True,False,3,https://www.toyota.com.kh/en/models/raize/raize.html#specifications | https://www.toyota.com.kh/en/models/yaris-cross/yaris-cross-manual-transmission.html#specifications,,"Based on your requirements, here are official matches:  - Raize ($26,800), seats=5, fuel=gasoline, body=SUV - YARIS CROSS GASOLINE ($37,500), seats=5, fuel=gasoline, body=SUV  Note: I assumed 5 seats. If you want 7 seats"
99,R) Stress Router Variants,recommend suv,SYSTEM,SYSTEM,True,True,1,,,"Sure — I can help. To recommend from our dataset, please tell me: - budget (USD) - fuel (Gasoline / Diesel / Hybrid / EV) (Seats is optional) [PIPELINE=SYSTEM]"
100,R) Stress Router Variants,budget 45000,SYSTEM,SYSTEM,True,True,4,,,"Sure — I can help. To recommend from our dataset, please tell me: - fuel (Gasoline / Diesel / Hybrid / EV) (Seats is optional) [PIPELINE=SYSTEM]"
101,R) Stress Router Variants,gasoline,SYSTEM,CSV_METHOD,False,False,3,https://www.toyota.com.kh/en/models/raize/raize.html#specifications | https://www.toyota.com.kh/en/models/yaris-cross/yaris-cross-manual-transmission.html#specifications,,"Based on your requirements, here are official matches:  - Raize ($26,800), seats=5, fuel=gasoline, body=SUV - YARIS CROSS GASOLINE ($37,500), seats=5, fuel=gasoline, body=SUV  Note: I assumed 5 seats. If you want 7 seats"
102,R) Stress Router Variants,suv,CSV_METHOD,SYSTEM,False,True,1,,,"Sure — I can help. To recommend from our dataset, please tell me: - budget (USD) - fuel (Gasoline / Diesel / Hybrid / EV) (Seats is optional) [PIPELINE=SYSTEM]"
