id,section,turn_group,user_text,expected_pipeline,actual_pipeline,pipeline_pass,technique,remark,answer_text,sources,sources_count,rewrite_used,answer_len,agent_score,agent_notes,has_refusal,has_question_back,has_numbers,has_sources_line
65,K) Bulk realistic,bulk6,specs of Hilux Revo Rally,CSV_METHOD,CSV_METHOD,True,structured-specs,specs from CSV,"Hilux Revo Rally — key specifications (official data):
- Price (USD): $50,600
- Seats: 5
- Fuel: diesel
- Body type: Pickup
Sources: https://www.toyota.com.kh/en/models/hilux-revo/hilux-revo-rally.html#specifications
[PIPELINE=CSV_METHOD]",https://www.toyota.com.kh/en/models/hilux-revo/hilux-revo-rally.html#specifications,1,False,238,10,,False,False,True,True
66,K) Bulk realistic,bulk6,Explain the difference between trims/variants for COROLLA CROSS GASOLINE,RAG,SYSTEM,False,semantic-official,variant explanation from KB,"Tell me a model name and what you want (price, specs, feature, compare, or recommend).
[PIPELINE=SYSTEM]",,0,False,104,7,no sources for an explanatory query,False,False,False,False
67,K) Bulk realistic,bulk6,how many airbags does Fortuner Legender have,CSV_METHOD,CSV_METHOD,True,structured-feature,airbags from CSV,"Thanks. I don’t have 'airbags' captured for Fortuner Legender in the current dataset yet.
If you want, I can share the official page link we used.
Sources: https://www.toyota.com.kh/en/models/fortuner/fortuner-legender.html#specifications
[PIPELINE=CSV_METHOD]",https://www.toyota.com.kh/en/models/fortuner/fortuner-legender.html#specifications,1,False,260,8,refusal without asking clarifying info/next step,True,False,False,True
68,K) Bulk realistic,bulk6,how much is Vios,CSV_METHOD,CSV_METHOD,True,structured-price,price from CSV,"Sure — here are the official prices from our dataset:

Vios — Price (USD): $33,900
Sources: https://www.toyota.com.kh/en/models/vios/vios.html#specifications
[PIPELINE=CSV_METHOD]",https://www.toyota.com.kh/en/models/vios/vios.html#specifications,1,False,179,10,,False,False,True,True
69,K) Bulk realistic,bulk6,what is the transmission of Hiace 12-seater,CSV_METHOD,CSV_METHOD,True,structured-feature,transmission from CSV,"Thanks. I don’t have 'transmission' captured for Hiace 12-seater in the current dataset yet.
If you want, I can share the official page link we used.
Sources: https://www.toyota.com.kh/en/models/hiace/hiace-12-seater.html#specifications
[PIPELINE=CSV_METHOD]",https://www.toyota.com.kh/en/models/hiace/hiace-12-seater.html#specifications,1,False,258,8,refusal without asking clarifying info/next step,True,False,True,True
70,K) Bulk realistic,bulk6,how many seats does Yaris Cross HEV have,CSV_METHOD,CSV_METHOD,True,structured-feature,seats from CSV,"Thanks. I don’t have 'transmission' captured for Yaris Cross HEV in the current dataset yet.
If you want, I can share the official page link we used.
Sources: https://www.toyota.com.kh/en/models/yaris-cross/yaris-cross-hybrid-electric.html#color
[PIPELINE=CSV_METHOD]",https://www.toyota.com.kh/en/models/yaris-cross/yaris-cross-hybrid-electric.html#color,1,False,267,8,refusal without asking clarifying info/next step,True,False,False,True
71,K) Bulk realistic,bulk7,What are the available colors for Corolla Cross HEV?,RAG,CSV_METHOD,False,semantic-official,colors from KB,"Thanks. I don’t have 'transmission' captured for Corolla Cross HEV in the current dataset yet.
If you want, I can share the official page link we used.
Sources: https://www.toyota.com.kh/en/models/corolla-cross/corolla-cross-hybrid-electric.html
[PIPELINE=CSV_METHOD]",https://www.toyota.com.kh/en/models/corolla-cross/corolla-cross-hybrid-electric.html,1,False,267,8,refusal without asking clarifying info/next step,True,False,False,True
72,K) Bulk realistic,bulk7,summary of Veloz,CSV_METHOD,CSV_METHOD,True,structured-summary,summary from CSV,"Thanks. I don’t have a summary captured for Veloz in the current dataset yet.
Sources: https://www.toyota.com.kh/en/models/veloz/veloz-manual-transmission.html#specifications
[PIPELINE=CSV_METHOD]",https://www.toyota.com.kh/en/models/veloz/veloz-manual-transmission.html#specifications,1,False,196,8,refusal without asking clarifying info/next step,True,False,False,True
73,K) Bulk realistic,bulk7,ground clearance of Raize,CSV_METHOD,CSV_METHOD,True,structured-feature,ground clearance from CSV,"Thanks. I don’t have 'ground_clearance' captured for Raize in the current dataset yet.
If you want, I can share the official page link we used.
Sources: https://www.toyota.com.kh/en/models/raize/raize.html#specifications
[PIPELINE=CSV_METHOD]",https://www.toyota.com.kh/en/models/raize/raize.html#specifications,1,False,242,8,refusal without asking clarifying info/next step,True,False,False,True
74,K) Bulk realistic,bulk7,does Hilux Revo Rally have apple carplay,CSV_METHOD,CSV_METHOD,True,structured-feature,carplay yes/no from CSV,"Thanks. I don’t have 'apple_carplay' captured for Hilux Revo Rally in the current dataset yet.
If you want, I can share the official page link we used.
Sources: https://www.toyota.com.kh/en/models/hilux-revo/hilux-revo-rally.html#specifications
[PIPELINE=CSV_METHOD]",https://www.toyota.com.kh/en/models/hilux-revo/hilux-revo-rally.html#specifications,1,False,266,8,refusal without asking clarifying info/next step,True,False,False,True
75,K) Bulk realistic,bulk7,specs of COROLLA CROSS GASOLINE,CSV_METHOD,CSV_METHOD,True,structured-specs,specs from CSV,"COROLLA CROSS GASOLINE — key specifications (official data):
- Price (USD): $47,900
- Seats: 5
- Fuel: gasoline
- Body type: SUV
Sources: https://www.toyota.com.kh/en/models/corolla-cross/corolla-cross-hybrid-electric-old.html#specifications
[PIPELINE=CSV_METHOD]",https://www.toyota.com.kh/en/models/corolla-cross/corolla-cross-hybrid-electric-old.html#specifications,1,False,263,10,,False,False,True,True
76,K) Bulk realistic,bulk7,What warranty does Fortuner Legender have in Cambodia?,RAG,CSV_METHOD,False,semantic-official,warranty from KB,"Thanks. I don’t have 'transmission' captured for Fortuner Legender in the current dataset yet.
If you want, I can share the official page link we used.
Sources: https://www.toyota.com.kh/en/models/fortuner/fortuner-legender.html#specifications
[PIPELINE=CSV_METHOD]",https://www.toyota.com.kh/en/models/fortuner/fortuner-legender.html#specifications,1,False,265,8,refusal without asking clarifying info/next step,True,False,False,True
77,K) Bulk realistic,bulk7,how many airbags does Vios have,CSV_METHOD,CSV_METHOD,True,structured-feature,airbags from CSV,"Thanks. I don’t have 'airbags' captured for Vios in the current dataset yet.
If you want, I can share the official page link we used.
Sources: https://www.toyota.com.kh/en/models/vios/vios.html#specifications
[PIPELINE=CSV_METHOD]",https://www.toyota.com.kh/en/models/vios/vios.html#specifications,1,False,230,8,refusal without asking clarifying info/next step,True,False,False,True
78,K) Bulk realistic,bulk7,how much is Hiace 12-seater,CSV_METHOD,CSV_METHOD,True,structured-price,price from CSV,"Sure — here are the official prices from our dataset:

Hiace 12-seater — Price (USD): $39,900
Sources: https://www.toyota.com.kh/en/models/hiace/hiace-12-seater.html#specifications
[PIPELINE=CSV_METHOD]",https://www.toyota.com.kh/en/models/hiace/hiace-12-seater.html#specifications,1,False,202,10,,False,False,True,True
79,K) Bulk realistic,bulk7,what is the transmission of Yaris Cross HEV,CSV_METHOD,CSV_METHOD,True,structured-feature,transmission from CSV,"Thanks. I don’t have 'transmission' captured for Yaris Cross HEV in the current dataset yet.
If you want, I can share the official page link we used.
Sources: https://www.toyota.com.kh/en/models/yaris-cross/yaris-cross-hybrid-electric.html#color
[PIPELINE=CSV_METHOD]",https://www.toyota.com.kh/en/models/yaris-cross/yaris-cross-hybrid-electric.html#color,1,False,267,8,refusal without asking clarifying info/next step,True,False,False,True
80,K) Bulk realistic,bulk7,how many seats does Corolla Cross HEV have,CSV_METHOD,CSV_METHOD,True,structured-feature,seats from CSV,"Thanks. I don’t have 'transmission' captured for Corolla Cross HEV in the current dataset yet.
If you want, I can share the official page link we used.
Sources: https://www.toyota.com.kh/en/models/corolla-cross/corolla-cross-hybrid-electric.html
[PIPELINE=CSV_METHOD]",https://www.toyota.com.kh/en/models/corolla-cross/corolla-cross-hybrid-electric.html,1,False,267,8,refusal without asking clarifying info/next step,True,False,False,True
81,K) Bulk realistic,bulk8,Explain the main safety features of Veloz in simple words,RAG,CSV_METHOD,False,semantic-official,explain safety; should be agent-like,"Thanks. I don’t have 'transmission' captured for Veloz in the current dataset yet.
If you want, I can share the official page link we used.
Sources: https://www.toyota.com.kh/en/models/veloz/veloz-manual-transmission.html#specifications
[PIPELINE=CSV_METHOD]",https://www.toyota.com.kh/en/models/veloz/veloz-manual-transmission.html#specifications,1,False,258,8,refusal without asking clarifying info/next step,True,False,False,True
82,K) Bulk realistic,bulk8,summary of Raize,CSV_METHOD,CSV_METHOD,True,structured-summary,summary from CSV,"Thanks. I don’t have a summary captured for Raize in the current dataset yet.
Sources: https://www.toyota.com.kh/en/models/raize/raize.html#specifications
[PIPELINE=CSV_METHOD]",https://www.toyota.com.kh/en/models/raize/raize.html#specifications,1,False,176,8,refusal without asking clarifying info/next step,True,False,False,True
83,K) Bulk realistic,bulk8,ground clearance of Hilux Revo Rally,CSV_METHOD,CSV_METHOD,True,structured-feature,ground clearance from CSV,"Thanks. I don’t have 'ground_clearance' captured for Hilux Revo Rally in the current dataset yet.
If you want, I can share the official page link we used.
Sources: https://www.toyota.com.kh/en/models/hilux-revo/hilux-revo-rally.html#specifications
[PIPELINE=CSV_METHOD]",https://www.toyota.com.kh/en/models/hilux-revo/hilux-revo-rally.html#specifications,1,False,269,8,refusal without asking clarifying info/next step,True,False,False,True
84,K) Bulk realistic,bulk8,does COROLLA CROSS GASOLINE have apple carplay,CSV_METHOD,CSV_METHOD,True,structured-feature,carplay yes/no from CSV,"Thanks. I don’t have 'apple_carplay' captured for COROLLA CROSS GASOLINE in the current dataset yet.
If you want, I can share the official page link we used.
Sources: https://www.toyota.com.kh/en/models/corolla-cross/corolla-cross-hybrid-electric-old.html#specifications
[PIPELINE=CSV_METHOD]",https://www.toyota.com.kh/en/models/corolla-cross/corolla-cross-hybrid-electric-old.html#specifications,1,False,292,8,refusal without asking clarifying info/next step,True,False,False,True
85,K) Bulk realistic,bulk8,specs of Fortuner Legender,CSV_METHOD,CSV_METHOD,True,structured-specs,specs from CSV,"Fortuner Legender — key specifications (official data):
- Price (USD): $65,500
- Seats: 7
- Fuel: diesel
- Body type: SUV
Sources: https://www.toyota.com.kh/en/models/fortuner/fortuner-legender.html#specifications
[PIPELINE=CSV_METHOD]",https://www.toyota.com.kh/en/models/fortuner/fortuner-legender.html#specifications,1,False,235,10,,False,False,True,True
86,K) Bulk realistic,bulk8,Explain the difference between trims/variants for Vios,RAG,SYSTEM,False,semantic-official,variant explanation from KB,"Tell me a model name and what you want (price, specs, feature, compare, or recommend).
[PIPELINE=SYSTEM]",,0,False,104,7,no sources for an explanatory query,False,False,False,False
87,K) Bulk realistic,bulk8,how many airbags does Hiace 12-seater have,CSV_METHOD,CSV_METHOD,True,structured-feature,airbags from CSV,"Thanks. I don’t have 'transmission' captured for Hiace 12-seater in the current dataset yet.
If you want, I can share the official page link we used.
Sources: https://www.toyota.com.kh/en/models/hiace/hiace-12-seater.html#specifications
[PIPELINE=CSV_METHOD]",https://www.toyota.com.kh/en/models/hiace/hiace-12-seater.html#specifications,1,False,258,8,refusal without asking clarifying info/next step,True,False,True,True
88,K) Bulk realistic,bulk8,how much is Yaris Cross HEV,CSV_METHOD,CSV_METHOD,True,structured-price,price from CSV,"Sure — here are the official prices from our dataset:

Yaris Cross HEV — Price (USD): $43,500
Sources: https://www.toyota.com.kh/en/models/yaris-cross/yaris-cross-hybrid-electric.html#color
[PIPELINE=CSV_METHOD]",https://www.toyota.com.kh/en/models/yaris-cross/yaris-cross-hybrid-electric.html#color,1,False,211,10,,False,False,True,True
89,K) Bulk realistic,bulk8,what is the transmission of Corolla Cross HEV,CSV_METHOD,CSV_METHOD,True,structured-feature,transmission from CSV,"Thanks. I don’t have 'transmission' captured for Corolla Cross HEV in the current dataset yet.
If you want, I can share the official page link we used.
Sources: https://www.toyota.com.kh/en/models/corolla-cross/corolla-cross-hybrid-electric.html
[PIPELINE=CSV_METHOD]",https://www.toyota.com.kh/en/models/corolla-cross/corolla-cross-hybrid-electric.html,1,False,267,8,refusal without asking clarifying info/next step,True,False,False,True
90,K) Bulk realistic,bulk8,how many seats does Veloz have,CSV_METHOD,CSV_METHOD,True,structured-feature,seats from CSV,"Thanks. I don’t have 'transmission' captured for Veloz in the current dataset yet.
If you want, I can share the official page link we used.
Sources: https://www.toyota.com.kh/en/models/veloz/veloz-manual-transmission.html#specifications
[PIPELINE=CSV_METHOD]",https://www.toyota.com.kh/en/models/veloz/veloz-manual-transmission.html#specifications,1,False,258,8,refusal without asking clarifying info/next step,True,False,False,True
91,K) Bulk realistic,bulk9,What are the available colors for Raize?,RAG,CSV_METHOD,False,semantic-official,colors from KB,"Thanks. I don’t have 'transmission' captured for Raize in the current dataset yet.
If you want, I can share the official page link we used.
Sources: https://www.toyota.com.kh/en/models/raize/raize.html#specifications
[PIPELINE=CSV_METHOD]",https://www.toyota.com.kh/en/models/raize/raize.html#specifications,1,False,238,8,refusal without asking clarifying info/next step,True,False,False,True
92,K) Bulk realistic,bulk9,summary of Hilux Revo Rally,CSV_METHOD,CSV_METHOD,True,structured-summary,summary from CSV,"Thanks. I don’t have a summary captured for Hilux Revo Rally in the current dataset yet.
Sources: https://www.toyota.com.kh/en/models/hilux-revo/hilux-revo-rally.html#specifications
[PIPELINE=CSV_METHOD]",https://www.toyota.com.kh/en/models/hilux-revo/hilux-revo-rally.html#specifications,1,False,203,8,refusal without asking clarifying info/next step,True,False,False,True
93,K) Bulk realistic,bulk9,ground clearance of COROLLA CROSS GASOLINE,CSV_METHOD,CSV_METHOD,True,structured-feature,ground clearance from CSV,"Thanks. I don’t have 'ground_clearance' captured for COROLLA CROSS GASOLINE in the current dataset yet.
If you want, I can share the official page link we used.
Sources: https://www.toyota.com.kh/en/models/corolla-cross/corolla-cross-hybrid-electric-old.html#specifications
[PIPELINE=CSV_METHOD]",https://www.toyota.com.kh/en/models/corolla-cross/corolla-cross-hybrid-electric-old.html#specifications,1,False,295,8,refusal without asking clarifying info/next step,True,False,False,True
94,K) Bulk realistic,bulk9,does Fortuner Legender have apple carplay,CSV_METHOD,CSV_METHOD,True,structured-feature,carplay yes/no from CSV,"Thanks. I don’t have 'apple_carplay' captured for Fortuner Legender in the current dataset yet.
If you want, I can share the official page link we used.
Sources: https://www.toyota.com.kh/en/models/fortuner/fortuner-legender.html#specifications
[PIPELINE=CSV_METHOD]",https://www.toyota.com.kh/en/models/fortuner/fortuner-legender.html#specifications,1,False,266,8,refusal without asking clarifying info/next step,True,False,False,True
95,K) Bulk realistic,bulk9,specs of Vios,CSV_METHOD,CSV_METHOD,True,structured-specs,specs from CSV,"Vios — key specifications (official data):
- Price (USD): $33,900
- Seats: 5
- Fuel: gasoline
- Body type: Sedan
Sources: https://www.toyota.com.kh/en/models/vios/vios.html#specifications
[PIPELINE=CSV_METHOD]",https://www.toyota.com.kh/en/models/vios/vios.html#specifications,1,False,209,10,,False,False,True,True
96,K) Bulk realistic,bulk9,What warranty does Hiace 12-seater have in Cambodia?,RAG,CSV_METHOD,False,semantic-official,warranty from KB,"Thanks. I don’t have 'transmission' captured for Hiace 12-seater in the current dataset yet.
If you want, I can share the official page link we used.
Sources: https://www.toyota.com.kh/en/models/hiace/hiace-12-seater.html#specifications
[PIPELINE=CSV_METHOD]",https://www.toyota.com.kh/en/models/hiace/hiace-12-seater.html#specifications,1,False,258,8,refusal without asking clarifying info/next step,True,False,True,True
97,K) Bulk realistic,bulk9,how many airbags does Yaris Cross HEV have,CSV_METHOD,CSV_METHOD,True,structured-feature,airbags from CSV,"Thanks. I don’t have 'airbags' captured for Yaris Cross HEV in the current dataset yet.
If you want, I can share the official page link we used.
Sources: https://www.toyota.com.kh/en/models/yaris-cross/yaris-cross-hybrid-electric.html#color
[PIPELINE=CSV_METHOD]",https://www.toyota.com.kh/en/models/yaris-cross/yaris-cross-hybrid-electric.html#color,1,False,262,8,refusal without asking clarifying info/next step,True,False,False,True
98,K) Bulk realistic,bulk9,how much is Corolla Cross HEV,CSV_METHOD,CSV_METHOD,True,structured-price,price from CSV,"Sure — here are the official prices from our dataset:

Corolla Cross HEV — Price (USD): $49,900
Sources: https://www.toyota.com.kh/en/models/corolla-cross/corolla-cross-hybrid-electric.html
[PIPELINE=CSV_METHOD]",https://www.toyota.com.kh/en/models/corolla-cross/corolla-cross-hybrid-electric.html,1,False,211,10,,False,False,True,True
99,K) Bulk realistic,bulk9,what is the transmission of Veloz,CSV_METHOD,CSV_METHOD,True,structured-feature,transmission from CSV,"Thanks. I don’t have 'transmission' captured for Veloz in the current dataset yet.
If you want, I can share the official page link we used.
Sources: https://www.toyota.com.kh/en/models/veloz/veloz-manual-transmission.html#specifications
[PIPELINE=CSV_METHOD]",https://www.toyota.com.kh/en/models/veloz/veloz-manual-transmission.html#specifications,1,False,258,8,refusal without asking clarifying info/next step,True,False,False,True
100,K) Bulk realistic,bulk9,how many seats does Raize have,CSV_METHOD,CSV_METHOD,True,structured-feature,seats from CSV,"Thanks. I don’t have 'transmission' captured for Raize in the current dataset yet.
If you want, I can share the official page link we used.
Sources: https://www.toyota.com.kh/en/models/raize/raize.html#specifications
[PIPELINE=CSV_METHOD]",https://www.toyota.com.kh/en/models/raize/raize.html#specifications,1,False,238,8,refusal without asking clarifying info/next step,True,False,False,True
101,K) Bulk realistic,bulk10,Explain the main safety features of Hilux Revo Rally in simple words,RAG,CSV_METHOD,False,semantic-official,explain safety; should be agent-like,"Thanks. I don’t have 'transmission' captured for Hilux Revo Rally in the current dataset yet.
If you want, I can share the official page link we used.
Sources: https://www.toyota.com.kh/en/models/hilux-revo/hilux-revo-rally.html#specifications
[PIPELINE=CSV_METHOD]",https://www.toyota.com.kh/en/models/hilux-revo/hilux-revo-rally.html#specifications,1,False,265,8,refusal without asking clarifying info/next step,True,False,False,True
102,K) Bulk realistic,bulk10,summary of COROLLA CROSS GASOLINE,CSV_METHOD,CSV_METHOD,True,structured-summary,summary from CSV,"Thanks. I don’t have a summary captured for COROLLA CROSS GASOLINE in the current dataset yet.
Sources: https://www.toyota.com.kh/en/models/corolla-cross/corolla-cross-hybrid-electric-old.html#specifications
[PIPELINE=CSV_METHOD]",https://www.toyota.com.kh/en/models/corolla-cross/corolla-cross-hybrid-electric-old.html#specifications,1,False,229,8,refusal without asking clarifying info/next step,True,False,False,True
103,K) Bulk realistic,bulk10,ground clearance of Fortuner Legender,CSV_METHOD,CSV_METHOD,True,structured-feature,ground clearance from CSV,"Thanks. I don’t have 'ground_clearance' captured for Fortuner Legender in the current dataset yet.
If you want, I can share the official page link we used.
Sources: https://www.toyota.com.kh/en/models/fortuner/fortuner-legender.html#specifications
[PIPELINE=CSV_METHOD]",https://www.toyota.com.kh/en/models/fortuner/fortuner-legender.html#specifications,1,False,269,8,refusal without asking clarifying info/next step,True,False,False,True
104,K) Bulk realistic,bulk10,does Vios have apple carplay,CSV_METHOD,CSV_METHOD,True,structured-feature,carplay yes/no from CSV,"Thanks. I don’t have 'apple_carplay' captured for Vios in the current dataset yet.
If you want, I can share the official page link we used.
Sources: https://www.toyota.com.kh/en/models/vios/vios.html#specifications
[PIPELINE=CSV_METHOD]",https://www.toyota.com.kh/en/models/vios/vios.html#specifications,1,False,236,8,refusal without asking clarifying info/next step,True,False,False,True
105,K) Bulk realistic,bulk10,specs of Hiace 12-seater,CSV_METHOD,CSV_METHOD,True,structured-specs,specs from CSV,"Hiace 12-seater — key specifications (official data):
- Price (USD): $39,900
- Seats: 12
- Fuel: diesel
- Body type: BUS
Sources: https://www.toyota.com.kh/en/models/hiace/hiace-12-seater.html#specifications
[PIPELINE=CSV_METHOD]",https://www.toyota.com.kh/en/models/hiace/hiace-12-seater.html#specifications,1,False,229,10,,False,False,True,True
106,K) Bulk realistic,bulk10,Explain the difference between trims/variants for Yaris Cross HEV,RAG,SYSTEM,False,semantic-official,variant explanation from KB,"Tell me a model name and what you want (price, specs, feature, compare, or recommend).
[PIPELINE=SYSTEM]",,0,False,104,7,no sources for an explanatory query,False,False,False,False
107,K) Bulk realistic,bulk10,how many airbags does Corolla Cross HEV have,CSV_METHOD,CSV_METHOD,True,structured-feature,airbags from CSV,"Thanks. I don’t have 'airbags' captured for Corolla Cross HEV in the current dataset yet.
If you want, I can share the official page link we used.
Sources: https://www.toyota.com.kh/en/models/corolla-cross/corolla-cross-hybrid-electric.html
[PIPELINE=CSV_METHOD]",https://www.toyota.com.kh/en/models/corolla-cross/corolla-cross-hybrid-electric.html,1,False,262,8,refusal without asking clarifying info/next step,True,False,False,True
108,K) Bulk realistic,bulk10,how much is Veloz,CSV_METHOD,CSV_METHOD,True,structured-price,price from CSV,"Sure — here are the official prices from our dataset:

Veloz — Price (USD): $35,900
Sources: https://www.toyota.com.kh/en/models/veloz/veloz-manual-transmission.html#specifications
[PIPELINE=CSV_METHOD]",https://www.toyota.com.kh/en/models/veloz/veloz-manual-transmission.html#specifications,1,False,202,10,,False,False,True,True
109,K) Bulk realistic,bulk10,what is the transmission of Raize,CSV_METHOD,CSV_METHOD,True,structured-feature,transmission from CSV,"Thanks. I don’t have 'transmission' captured for Raize in the current dataset yet.
If you want, I can share the official page link we used.
Sources: https://www.toyota.com.kh/en/models/raize/raize.html#specifications
[PIPELINE=CSV_METHOD]",https://www.toyota.com.kh/en/models/raize/raize.html#specifications,1,False,238,8,refusal without asking clarifying info/next step,True,False,False,True
110,K) Bulk realistic,bulk10,how many seats does Hilux Revo Rally have,CSV_METHOD,CSV_METHOD,True,structured-feature,seats from CSV,"Thanks. I don’t have 'transmission' captured for Hilux Revo Rally in the current dataset yet.
If you want, I can share the official page link we used.
Sources: https://www.toyota.com.kh/en/models/hilux-revo/hilux-revo-rally.html#specifications
[PIPELINE=CSV_METHOD]",https://www.toyota.com.kh/en/models/hilux-revo/hilux-revo-rally.html#specifications,1,False,265,8,refusal without asking clarifying info/next step,True,False,False,True
111,K) Bulk realistic,bulk11,What are the available colors for COROLLA CROSS GASOLINE?,RAG,CSV_METHOD,False,semantic-official,colors from KB,"Thanks. I don’t have 'transmission' captured for COROLLA CROSS GASOLINE in the current dataset yet.
If you want, I can share the official page link we used.
Sources: https://www.toyota.com.kh/en/models/corolla-cross/corolla-cross-hybrid-electric-old.html#specifications
[PIPELINE=CSV_METHOD]",https://www.toyota.com.kh/en/models/corolla-cross/corolla-cross-hybrid-electric-old.html#specifications,1,False,291,8,refusal without asking clarifying info/next step,True,False,False,True
112,K) Bulk realistic,bulk11,summary of Fortuner Legender,CSV_METHOD,CSV_METHOD,True,structured-summary,summary from CSV,"Thanks. I don’t have a summary captured for Fortuner Legender in the current dataset yet.
Sources: https://www.toyota.com.kh/en/models/fortuner/fortuner-legender.html#specifications
[PIPELINE=CSV_METHOD]",https://www.toyota.com.kh/en/models/fortuner/fortuner-legender.html#specifications,1,False,203,8,refusal without asking clarifying info/next step,True,False,False,True
113,K) Bulk realistic,bulk11,ground clearance of Vios,CSV_METHOD,CSV_METHOD,True,structured-feature,ground clearance from CSV,"Thanks. I don’t have 'ground_clearance' captured for Vios in the current dataset yet.
If you want, I can share the official page link we used.
Sources: https://www.toyota.com.kh/en/models/vios/vios.html#specifications
[PIPELINE=CSV_METHOD]",https://www.toyota.com.kh/en/models/vios/vios.html#specifications,1,False,239,8,refusal without asking clarifying info/next step,True,False,False,True
114,K) Bulk realistic,bulk11,does Hiace 12-seater have apple carplay,CSV_METHOD,CSV_METHOD,True,structured-feature,carplay yes/no from CSV,"Thanks. I don’t have 'transmission' captured for Hiace 12-seater in the current dataset yet.
If you want, I can share the official page link we used.
Sources: https://www.toyota.com.kh/en/models/hiace/hiace-12-seater.html#specifications
[PIPELINE=CSV_METHOD]",https://www.toyota.com.kh/en/models/hiace/hiace-12-seater.html#specifications,1,False,258,8,refusal without asking clarifying info/next step,True,False,True,True
115,K) Bulk realistic,bulk11,specs of Yaris Cross HEV,CSV_METHOD,CSV_METHOD,True,structured-specs,specs from CSV,"Yaris Cross HEV — key specifications (official data):
- Price (USD): $43,500
- Fuel: hybrid
- Body type: SUV
Sources: https://www.toyota.com.kh/en/models/yaris-cross/yaris-cross-hybrid-electric.html#color
[PIPELINE=CSV_METHOD]",https://www.toyota.com.kh/en/models/yaris-cross/yaris-cross-hybrid-electric.html#color,1,False,226,10,,False,False,True,True
116,K) Bulk realistic,bulk11,What warranty does Corolla Cross HEV have in Cambodia?,RAG,CSV_METHOD,False,semantic-official,warranty from KB,"Thanks. I don’t have 'transmission' captured for Corolla Cross HEV in the current dataset yet.
If you want, I can share the official page link we used.
Sources: https://www.toyota.com.kh/en/models/corolla-cross/corolla-cross-hybrid-electric.html
[PIPELINE=CSV_METHOD]",https://www.toyota.com.kh/en/models/corolla-cross/corolla-cross-hybrid-electric.html,1,False,267,8,refusal without asking clarifying info/next step,True,False,False,True
117,K) Bulk realistic,bulk11,how many airbags does Veloz have,CSV_METHOD,CSV_METHOD,True,structured-feature,airbags from CSV,"Thanks. I don’t have 'airbags' captured for Veloz in the current dataset yet.
If you want, I can share the official page link we used.
Sources: https://www.toyota.com.kh/en/models/veloz/veloz-manual-transmission.html#specifications
[PIPELINE=CSV_METHOD]",https://www.toyota.com.kh/en/models/veloz/veloz-manual-transmission.html#specifications,1,False,253,8,refusal without asking clarifying info/next step,True,False,False,True
118,K) Bulk realistic,bulk11,how much is Raize,CSV_METHOD,CSV_METHOD,True,structured-price,price from CSV,"Sure — here are the official prices from our dataset:

Raize — Price (USD): $26,800
Sources: https://www.toyota.com.kh/en/models/raize/raize.html#specifications
[PIPELINE=CSV_METHOD]",https://www.toyota.com.kh/en/models/raize/raize.html#specifications,1,False,182,10,,False,False,True,True
119,K) Bulk realistic,bulk11,what is the transmission of Hilux Revo Rally,CSV_METHOD,CSV_METHOD,True,structured-feature,transmission from CSV,"Thanks. I don’t have 'transmission' captured for Hilux Revo Rally in the current dataset yet.
If you want, I can share the official page link we used.
Sources: https://www.toyota.com.kh/en/models/hilux-revo/hilux-revo-rally.html#specifications
[PIPELINE=CSV_METHOD]",https://www.toyota.com.kh/en/models/hilux-revo/hilux-revo-rally.html#specifications,1,False,265,8,refusal without asking clarifying info/next step,True,False,False,True
120,K) Bulk realistic,bulk11,how many seats does COROLLA CROSS GASOLINE have,CSV_METHOD,CSV_METHOD,True,structured-feature,seats from CSV,"Thanks. I don’t have 'transmission' captured for COROLLA CROSS GASOLINE in the current dataset yet.
If you want, I can share the official page link we used.
Sources: https://www.toyota.com.kh/en/models/corolla-cross/corolla-cross-hybrid-electric-old.html#specifications
[PIPELINE=CSV_METHOD]",https://www.toyota.com.kh/en/models/corolla-cross/corolla-cross-hybrid-electric-old.html#specifications,1,False,291,8,refusal without asking clarifying info/next step,True,False,False,True
121,K) Bulk realistic,bulk12,Explain the main safety features of Fortuner Legender in simple words,RAG,CSV_METHOD,False,semantic-official,explain safety; should be agent-like,"Thanks. I don’t have 'transmission' captured for Fortuner Legender in the current dataset yet.
If you want, I can share the official page link we used.
Sources: https://www.toyota.com.kh/en/models/fortuner/fortuner-legender.html#specifications
[PIPELINE=CSV_METHOD]",https://www.toyota.com.kh/en/models/fortuner/fortuner-legender.html#specifications,1,False,265,8,refusal without asking clarifying info/next step,True,False,False,True
122,K) Bulk realistic,bulk12,summary of Vios,CSV_METHOD,CSV_METHOD,True,structured-summary,summary from CSV,"Thanks. I don’t have a summary captured for Vios in the current dataset yet.
Sources: https://www.toyota.com.kh/en/models/vios/vios.html#specifications
[PIPELINE=CSV_METHOD]",https://www.toyota.com.kh/en/models/vios/vios.html#specifications,1,False,173,8,refusal without asking clarifying info/next step,True,False,False,True
